Title,Rating,Votes,Duration,Genre
22. Godzilla x Kong: The New Empire,6.1,120000.0,115,Fantasy
23. Harold and the Purple Crayon,5.7,8000.0,90,Fantasy
24. Uglies,4.7,32000.0,100,Fantasy
25. Kung Fu Panda 4,6.3,67000.0,94,Fantasy
26. The Garfield Movie,5.7,24000.0,101,Fantasy
27. Kalki 2898 AD,7.0,66000.0,180,Fantasy
28. Descendants: The Rise of Red,4.7,6900.0,91,Fantasy
29. Rebel Moon - Part Two: The Scargiver,5.3,59000.0,122,Fantasy
30. Spellbound,5.7,6500.0,109,Fantasy
31. Hagen,6.1,1100.0,139,Fantasy
32. The End,5.5,1600.0,148,Fantasy
33. Monster Summer,5.7,3500.0,97,Fantasy
34. The Tearsmith,5.2,12000.0,103,Fantasy
35. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Fantasy
36. Girl Haunts Boy,6.3,2800.0,100,Fantasy
37. Irish Wish,5.2,21000.0,93,Fantasy
38. Family Pack,5.5,8700.0,94,Fantasy
39. The Wonderful Story of Henry Sugar and Three More,7.1,6300.0,88,Fantasy
40. The American Society of Magical Negroes,3.7,12000.0,104,Fantasy
41. Orion and the Dark,6.3,17000.0,93,Fantasy
42. Dear Santa,5.4,18000.0,107,Fantasy
43. The Best Christmas Pageant Ever,6.8,6000.0,99,Fantasy
44. Bhool Bhulaiyaa 3,4.7,77000.0,158,Fantasy
45. The Balconettes,6.3,757.0,104,Fantasy
46. The Sand Castle,4.7,1600.0,98,Fantasy
47. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Fantasy
48. Pedro Páramo,6.3,2800.0,130,Fantasy
49. That Christmas,6.8,17000.0,91,Fantasy
50. Thelma the Unicorn,5.7,2900.0,93,Fantasy
51. A Dog's Will 2,6.3,2800.0,104,Fantasy
52. This Is Me... Now,4.1,7100.0,65,Fantasy
53. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Fantasy
54. The Tiger's Apprentice,5.7,2100.0,84,Fantasy
55. The Lost Tiger,7.8,38.0,90,Fantasy
56. Hot Frosty,5.3,15000.0,92,Fantasy
57. 200% Wolf,6.0,1300.0,98,Fantasy
58. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Fantasy
59. Unspeakable: Beyond the Wall of Sleep,5.9,39.0,90,Fantasy
60. The Witch: Revenge,5.3,779.0,100,Fantasy
61. Timestalker,5.5,2900.0,89,Fantasy
62. Ultraman: Rising,6.9,6200.0,117,Fantasy
63. Angels Fallen: Warriors of Peace,4.9,5800.0,103,Fantasy
64. 10 Lives,5.9,1800.0,88,Fantasy
65. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Fantasy
66. Cinderella's Curse,3.3,1300.0,82,Fantasy
68. The Thundermans Return,5.0,1800.0,70,Fantasy
69. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Fantasy
70. Mars,8.9,19.0,84,Fantasy
71. Dan Da Dan: First Encounter,8.2,2600.0,83,Fantasy
72. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Fantasy
73. Harry Potter and the Stone,8.0,156.0,152,Fantasy
74. Buffalo Kids,6.6,644.0,93,Fantasy
75. Hanu Man,7.7,29000.0,158,Fantasy
76. Woodwalkers,5.3,361.0,103,Fantasy
77. Dragonkeeper,5.7,1600.0,98,Fantasy
78. Seven Cemeteries,4.5,515.0,84,Fantasy
79. Cinderella's Revenge,3.7,1100.0,85,Fantasy
80. Man and Witch: The Dance of a Thousand Steps,5.5,327.0,94,Fantasy
81. Kanguva,4.5,14000.0,152,Fantasy
82. Witch,5.1,1400.0,107,Fantasy
83. Cells at Work!,6.8,172.0,109,Fantasy
84. The Slave and the Sorcerer,6.7,38.0,86,Fantasy
85. Chantal in Fairyland,4.6,2600.0,118,Fantasy
86. Ghost Cat Anzu,6.5,718.0,97,Fantasy
87. Dalia y el Libro Rojo,6.4,56.0,107,Fantasy
88. Overlord: The Sacred Kingdom,7.0,703.0,135,Fantasy
89. Rebellious,6.0,165.0,94,Fantasy
90. A.R.M,7.1,8500.0,150,Fantasy
91. Robin and the Hoods,4.4,504.0,100,Fantasy
92. The Night Before Christmas in Wonderland,6.3,509.0,80,Fantasy
93. Tim Travers & the Time Travelers Paradox,6.9,273.0,95,Fantasy
94. Devil's Knight,5.4,780.0,90,Fantasy
95. Thangalaan,6.6,6500.0,156,Fantasy
96. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Fantasy
97. School of Magical Animals 3,5.9,298.0,105,Fantasy
98. A Trip Elsewhere,5.5,97.0,93,Fantasy
99. Warchief,2.5,601.0,94,Fantasy
100. Lesbian Space Princess,8.0,98.0,87,Fantasy
101. Balestra,5.0,516.0,145,Fantasy
102. The Invisibles,5.9,454.0,111,Fantasy
103. Super-Charlie,6.3,108.0,80,Fantasy
104. Ryan's World the Movie: Titan Universe Adventure,1.8,654.0,80,Fantasy
"105. Love, Danielle",8.9,38.0,79,Fantasy
106. Sketch,8.3,42.0,92,Fantasy
107. Alienoid: The Return to the Future,6.5,2500.0,122,Fantasy
108. My Oni Girl,6.0,1700.0,112,Fantasy
109. Else,6.1,227.0,100,Fantasy
110. Snatched a Billionaire to Be My Husband,7.6,650.0,70,Fantasy
111. Spirit World,5.7,57.0,94,Fantasy
112. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Fantasy
113. White Snake: Afloat,6.9,436.0,133,Fantasy
114. Witch Hunter,5.2,23.0,80,Fantasy
115. The Keepers of the 5 Kingdoms,4.1,217.0,109,Fantasy
116. Orang Ikan,6.5,31.0,83,Fantasy
117. Panda Bear in Africa,5.5,309.0,84,Fantasy
118. The Goat,6.0,91.0,100,Fantasy
119. The Yin Yang Master Zero,5.7,257.0,112,Fantasy
121. Assassin's Guild,3.7,113.0,103,Fantasy
122. Gaami,6.4,2000.0,147,Fantasy
123. The Phantom Warrior,2.4,553.0,119,Fantasy
124. Nonostante,5.9,72.0,93,Fantasy
125. Once Upon a Christmas Wish,6.1,315.0,90,Fantasy
126. Seven Seas Seven Hills,8.7,86.0,90,Fantasy
127. The Opera!,7.2,46.0,106,Fantasy
128. Barroz: Guardian of Treasures,3.5,956.0,155,Fantasy
130. Zak & Wowo: The Legend of Lendarys,5.7,86.0,85,Fantasy
132. Mayan,8.8,130.0,113,Fantasy
133. The Sisters,4.7,147.0,122,Fantasy
135. Vertical,5.2,117.0,111,Fantasy
136. SuperKlaus,4.3,194.0,88,Fantasy
137. The Woods Are Real,2.4,458.0,80,Fantasy
138. We Work for the Dead,6.7,505.0,84,Fantasy
139. Schirkoa: In Lies We Trust,5.6,154.0,103,Fantasy
140. The Casagrandes Movie,5.6,655.0,89,Fantasy
141. Heartsping : Teenieping of Love,7.0,22.0,0,Fantasy
142. Vidente por Acidente,5.0,72.0,93,Fantasy
143. Big City Greens the Movie: Spacecation,6.2,534.0,0,Fantasy
"144. Maya, donne-moi un titre",6.4,47.0,61,Fantasy
145. Dr. Sander's Sleep Cure,6.3,667.0,98,Fantasy
146. Empire Queen: The Golden Age of Magic,3.2,204.0,148,Fantasy
147. Spirit Riser,6.7,33.0,98,Fantasy
148. Elli and the Ghostly Ghost Train,5.0,89.0,86,Fantasy
149. The Vord,3.4,64.0,101,Fantasy
150. The Heartsmith,9.6,42.0,95,Fantasy
1. Moana 2,6.7,90000.0,100,Fantasy
2. Flow,7.9,61000.0,85,Fantasy
3. Nosferatu,7.3,180000.0,132,Fantasy
4. Wicked,7.5,144000.0,160,Fantasy
5. Sonic the Hedgehog 3,6.9,53000.0,110,Fantasy
6. Parthenope,6.6,9400.0,137,Fantasy
7. Mufasa: The Lion King,6.6,48000.0,118,Fantasy
8. Better Man,7.6,23000.0,135,Fantasy
9. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Fantasy
10. The Life of Chuck,7.7,463.0,110,Fantasy
11. Megalopolis,4.7,35000.0,138,Fantasy
12. The Watchers,5.7,56000.0,102,Fantasy
13. Beetlejuice Beetlejuice,6.7,144000.0,105,Fantasy
14. Inside Out 2,7.5,212000.0,96,Fantasy
15. The Crow,4.7,33000.0,111,Fantasy
16. Red One,6.3,138000.0,123,Fantasy
17. Transformers One,7.6,48000.0,104,Fantasy
18. Solo Leveling: ReAwakening,8.8,8100.0,121,Fantasy
19. Damsel,6.1,108000.0,110,Fantasy
20. IF,6.4,57000.0,104,Fantasy
21. Ghostbusters: Frozen Empire,6.1,92000.0,115,Fantasy
22. Godzilla x Kong: The New Empire,6.1,120000.0,115,Fantasy
23. Harold and the Purple Crayon,5.7,8000.0,90,Fantasy
24. Uglies,4.7,32000.0,100,Fantasy
25. Kung Fu Panda 4,6.3,67000.0,94,Fantasy
26. The Garfield Movie,5.7,24000.0,101,Fantasy
27. Kalki 2898 AD,7.0,66000.0,180,Fantasy
28. Descendants: The Rise of Red,4.7,6900.0,91,Fantasy
29. Rebel Moon - Part Two: The Scargiver,5.3,59000.0,122,Fantasy
30. Spellbound,5.7,6500.0,109,Fantasy
31. Hagen,6.1,1100.0,139,Fantasy
32. The End,5.5,1600.0,148,Fantasy
33. Monster Summer,5.7,3500.0,97,Fantasy
34. The Tearsmith,5.2,12000.0,103,Fantasy
35. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Fantasy
36. Girl Haunts Boy,6.3,2800.0,100,Fantasy
37. Irish Wish,5.2,21000.0,93,Fantasy
38. Family Pack,5.5,8700.0,94,Fantasy
39. The Wonderful Story of Henry Sugar and Three More,7.1,6300.0,88,Fantasy
40. The American Society of Magical Negroes,3.7,12000.0,104,Fantasy
41. Orion and the Dark,6.3,17000.0,93,Fantasy
42. Dear Santa,5.4,18000.0,107,Fantasy
43. The Best Christmas Pageant Ever,6.8,6000.0,99,Fantasy
44. Bhool Bhulaiyaa 3,4.7,77000.0,158,Fantasy
45. The Balconettes,6.3,757.0,104,Fantasy
46. The Sand Castle,4.7,1600.0,98,Fantasy
47. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Fantasy
48. Pedro Páramo,6.3,2800.0,130,Fantasy
49. That Christmas,6.8,17000.0,91,Fantasy
50. Thelma the Unicorn,5.7,2900.0,93,Fantasy
51. A Dog's Will 2,6.3,2800.0,104,Fantasy
52. This Is Me... Now,4.1,7100.0,65,Fantasy
53. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Fantasy
54. The Tiger's Apprentice,5.7,2100.0,84,Fantasy
55. The Lost Tiger,7.8,38.0,90,Fantasy
56. Hot Frosty,5.3,15000.0,92,Fantasy
57. 200% Wolf,6.0,1300.0,98,Fantasy
58. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Fantasy
59. Unspeakable: Beyond the Wall of Sleep,5.9,39.0,90,Fantasy
60. The Witch: Revenge,5.3,779.0,100,Fantasy
61. Timestalker,5.5,2900.0,89,Fantasy
62. Ultraman: Rising,6.9,6200.0,117,Fantasy
63. Angels Fallen: Warriors of Peace,4.9,5800.0,103,Fantasy
64. 10 Lives,5.9,1800.0,88,Fantasy
65. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Fantasy
66. Cinderella's Curse,3.3,1300.0,82,Fantasy
68. The Thundermans Return,5.0,1800.0,70,Fantasy
69. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Fantasy
70. Mars,8.9,19.0,84,Fantasy
71. Dan Da Dan: First Encounter,8.2,2600.0,83,Fantasy
72. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Fantasy
73. Harry Potter and the Stone,8.0,156.0,152,Fantasy
74. Buffalo Kids,6.6,644.0,93,Fantasy
75. Hanu Man,7.7,29000.0,158,Fantasy
76. Woodwalkers,5.3,361.0,103,Fantasy
77. Dragonkeeper,5.7,1600.0,98,Fantasy
78. Seven Cemeteries,4.5,515.0,84,Fantasy
79. Cinderella's Revenge,3.7,1100.0,85,Fantasy
80. Man and Witch: The Dance of a Thousand Steps,5.5,327.0,94,Fantasy
81. Kanguva,4.5,14000.0,152,Fantasy
82. Witch,5.1,1400.0,107,Fantasy
83. Cells at Work!,6.8,172.0,109,Fantasy
84. The Slave and the Sorcerer,6.7,38.0,86,Fantasy
85. Chantal in Fairyland,4.6,2600.0,118,Fantasy
86. Ghost Cat Anzu,6.5,718.0,97,Fantasy
87. Dalia y el Libro Rojo,6.4,56.0,107,Fantasy
88. Overlord: The Sacred Kingdom,7.0,703.0,135,Fantasy
89. Rebellious,6.0,165.0,94,Fantasy
90. A.R.M,7.1,8500.0,150,Fantasy
91. Robin and the Hoods,4.4,504.0,100,Fantasy
92. The Night Before Christmas in Wonderland,6.3,509.0,80,Fantasy
93. Tim Travers & the Time Travelers Paradox,6.9,273.0,95,Fantasy
94. Devil's Knight,5.4,780.0,90,Fantasy
95. Thangalaan,6.6,6500.0,156,Fantasy
96. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Fantasy
97. School of Magical Animals 3,5.9,298.0,105,Fantasy
98. A Trip Elsewhere,5.5,97.0,93,Fantasy
99. Warchief,2.5,601.0,94,Fantasy
100. Lesbian Space Princess,8.0,98.0,87,Fantasy
101. Balestra,5.0,516.0,145,Fantasy
102. The Invisibles,5.9,454.0,111,Fantasy
103. Super-Charlie,6.3,108.0,80,Fantasy
104. Ryan's World the Movie: Titan Universe Adventure,1.8,654.0,80,Fantasy
"105. Love, Danielle",8.9,38.0,79,Fantasy
106. Sketch,8.3,42.0,92,Fantasy
107. Alienoid: The Return to the Future,6.5,2500.0,122,Fantasy
108. My Oni Girl,6.0,1700.0,112,Fantasy
109. Else,6.1,227.0,100,Fantasy
110. Snatched a Billionaire to Be My Husband,7.6,650.0,70,Fantasy
111. Spirit World,5.7,57.0,94,Fantasy
112. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Fantasy
113. White Snake: Afloat,6.9,436.0,133,Fantasy
114. Witch Hunter,5.2,23.0,80,Fantasy
115. The Keepers of the 5 Kingdoms,4.1,217.0,109,Fantasy
116. Orang Ikan,6.5,31.0,83,Fantasy
117. Panda Bear in Africa,5.5,309.0,84,Fantasy
118. The Goat,6.0,91.0,100,Fantasy
119. The Yin Yang Master Zero,5.7,257.0,112,Fantasy
121. Assassin's Guild,3.7,113.0,103,Fantasy
122. Gaami,6.4,2000.0,147,Fantasy
123. The Phantom Warrior,2.4,553.0,119,Fantasy
124. Nonostante,5.9,72.0,93,Fantasy
125. Once Upon a Christmas Wish,6.1,315.0,90,Fantasy
126. Seven Seas Seven Hills,8.7,86.0,90,Fantasy
127. The Opera!,7.2,46.0,106,Fantasy
128. Barroz: Guardian of Treasures,3.5,956.0,155,Fantasy
130. Zak & Wowo: The Legend of Lendarys,5.7,86.0,85,Fantasy
132. Mayan,8.8,130.0,113,Fantasy
133. The Sisters,4.7,147.0,122,Fantasy
135. Vertical,5.2,117.0,111,Fantasy
136. SuperKlaus,4.3,194.0,88,Fantasy
137. The Woods Are Real,2.4,458.0,80,Fantasy
138. We Work for the Dead,6.7,505.0,84,Fantasy
139. Schirkoa: In Lies We Trust,5.6,154.0,103,Fantasy
140. The Casagrandes Movie,5.6,655.0,89,Fantasy
141. Heartsping : Teenieping of Love,7.0,22.0,0,Fantasy
142. Vidente por Acidente,5.0,72.0,93,Fantasy
143. Big City Greens the Movie: Spacecation,6.2,534.0,0,Fantasy
"144. Maya, donne-moi un titre",6.4,47.0,61,Fantasy
145. Dr. Sander's Sleep Cure,6.3,667.0,98,Fantasy
146. Empire Queen: The Golden Age of Magic,3.2,204.0,148,Fantasy
147. Spirit Riser,6.7,33.0,98,Fantasy
148. Elli and the Ghostly Ghost Train,5.0,89.0,86,Fantasy
149. The Vord,3.4,64.0,101,Fantasy
150. The Heartsmith,9.6,42.0,95,Fantasy
151. Fureru,6.4,23.0,107,Fantasy
152. Nyctophobia,7.6,1800.0,90,Fantasy
153. Dead Dead Demon's Dededede Destruction,7.0,139.0,120,Fantasy
155. King Baby,7.0,24.0,88,Fantasy
156. River of Ghosts,3.0,301.0,102,Fantasy
157. The Traveller,5.2,202.0,134,Fantasy
158. Universal Groove,5.4,169.0,74,Fantasy
160. Intercambiadas,6.5,50.0,97,Fantasy
161. Hiçbir Sey Normal Degil,6.4,62.0,71,Fantasy
162. Captain Avispa,5.8,172.0,96,Fantasy
163. A Song from the Dark,4.8,2200.0,105,Fantasy
164. The Fisherman,7.1,41.0,105,Fantasy
165. Last Song for You,7.3,91.0,110,Fantasy
167. Enchanting Christmas,6.3,350.0,91,Fantasy
168. Nie Xiaoqian,6.4,16.0,112,Fantasy
170. Bhairadevi,8.8,44.0,134,Fantasy
171. Letuchiy korabl,3.8,291.0,100,Fantasy
"172. Die Heinzels: Neue Mützen, Neue Mission",6.4,74.0,76,Fantasy
173. Rita,5.8,265.0,107,Fantasy
174. Dragon Ball Z Kai,8.4,66.0,82,Fantasy
175. Bodegón con fantasmas,6.5,147.0,88,Fantasy
177. Dongeng Sang Kancil,8.3,80.0,99,Fantasy
178. Aalan,6.3,1100.0,137,Fantasy
179. Joachim and the Apocalypse,7.2,12.0,90,Fantasy
180. Kajolrekha,6.3,170.0,156,Fantasy
181. Letters at Christmas,3.7,169.0,84,Fantasy
182. Penguin Girl,7.1,10.0,98,Fantasy
184. Baba Yaga spasaet Novyy god,4.4,113.0,99,Fantasy
185. Fragments of Us,7.7,9.0,49,Fantasy
186. Videotheque,6.1,98.0,112,Fantasy
187. Hold Me Close,6.6,9.0,98,Fantasy
188. Oshi no Ko: The Final Act,7.7,94.0,129,Fantasy
189. The Time Travel Hills,5.8,68.0,82,Fantasy
190. Saint Young Men: Holy Men vs Demon Army,3.0,13.0,93,Fantasy
"191. Don't Cry, Butterfly",6.4,108.0,97,Fantasy
192. Don Dukun,7.0,48.0,98,Fantasy
193. Fidil Ghorm,7.8,7.0,86,Fantasy
194. Carol,8.3,47.0,115,Fantasy
195. Planet 7693,7.6,66.0,110,Fantasy
196. All In,5.6,84.0,103,Fantasy
197. The Sleeping Woman,5.2,551.0,110,Fantasy
198. The Evil Fairy Queen,5.5,46.0,90,Fantasy
199. UmroAyyar - A New Beginning,6.9,670.0,135,Fantasy
1. Moana 2,6.7,90000.0,100,Fantasy
2. Flow,7.9,61000.0,85,Fantasy
3. Nosferatu,7.3,180000.0,132,Fantasy
4. Wicked,7.5,144000.0,160,Fantasy
5. Sonic the Hedgehog 3,6.9,53000.0,110,Fantasy
6. Parthenope,6.6,9400.0,137,Fantasy
7. Mufasa: The Lion King,6.6,48000.0,118,Fantasy
8. Better Man,7.6,23000.0,135,Fantasy
9. The Lord of the Rings: The War of the Rohirrim,6.3,28000.0,134,Fantasy
10. The Life of Chuck,7.7,463.0,110,Fantasy
11. Megalopolis,4.7,35000.0,138,Fantasy
12. The Watchers,5.7,56000.0,102,Fantasy
13. Beetlejuice Beetlejuice,6.7,144000.0,105,Fantasy
14. Inside Out 2,7.5,212000.0,96,Fantasy
15. The Crow,4.7,33000.0,111,Fantasy
16. Red One,6.3,138000.0,123,Fantasy
17. Transformers One,7.6,48000.0,104,Fantasy
18. Solo Leveling: ReAwakening,8.8,8100.0,121,Fantasy
19. Damsel,6.1,108000.0,110,Fantasy
20. IF,6.4,57000.0,104,Fantasy
21. Ghostbusters: Frozen Empire,6.1,92000.0,115,Fantasy
22. Godzilla x Kong: The New Empire,6.1,120000.0,115,Fantasy
23. Harold and the Purple Crayon,5.7,8000.0,90,Fantasy
24. Uglies,4.7,32000.0,100,Fantasy
25. Kung Fu Panda 4,6.3,67000.0,94,Fantasy
26. The Garfield Movie,5.7,24000.0,101,Fantasy
27. Kalki 2898 AD,7.0,66000.0,180,Fantasy
28. Descendants: The Rise of Red,4.7,6900.0,91,Fantasy
29. Rebel Moon - Part Two: The Scargiver,5.3,59000.0,122,Fantasy
30. Spellbound,5.7,6500.0,109,Fantasy
31. Hagen,6.1,1100.0,139,Fantasy
32. The End,5.5,1600.0,148,Fantasy
33. Monster Summer,5.7,3500.0,97,Fantasy
34. The Tearsmith,5.2,12000.0,103,Fantasy
35. Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3800.0,82,Fantasy
36. Girl Haunts Boy,6.3,2800.0,100,Fantasy
37. Irish Wish,5.2,21000.0,93,Fantasy
38. Family Pack,5.5,8700.0,94,Fantasy
39. The Wonderful Story of Henry Sugar and Three More,7.1,6300.0,88,Fantasy
40. The American Society of Magical Negroes,3.7,12000.0,104,Fantasy
41. Orion and the Dark,6.3,17000.0,93,Fantasy
42. Dear Santa,5.4,18000.0,107,Fantasy
43. The Best Christmas Pageant Ever,6.8,6000.0,99,Fantasy
44. Bhool Bhulaiyaa 3,4.7,77000.0,158,Fantasy
45. The Balconettes,6.3,757.0,104,Fantasy
46. The Sand Castle,4.7,1600.0,98,Fantasy
47. Justice League: Crisis on Infinite Earths - Part One,6.2,8300.0,93,Fantasy
48. Pedro Páramo,6.3,2800.0,130,Fantasy
49. That Christmas,6.8,17000.0,91,Fantasy
50. Thelma the Unicorn,5.7,2900.0,93,Fantasy
51. A Dog's Will 2,6.3,2800.0,104,Fantasy
52. This Is Me... Now,4.1,7100.0,65,Fantasy
53. Justice League: Crisis on Infinite Earths - Part Three,6.1,4400.0,94,Fantasy
54. The Tiger's Apprentice,5.7,2100.0,84,Fantasy
55. The Lost Tiger,7.8,38.0,90,Fantasy
56. Hot Frosty,5.3,15000.0,92,Fantasy
57. 200% Wolf,6.0,1300.0,98,Fantasy
58. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8300.0,104,Fantasy
59. Unspeakable: Beyond the Wall of Sleep,5.9,39.0,90,Fantasy
60. The Witch: Revenge,5.3,779.0,100,Fantasy
61. Timestalker,5.5,2900.0,89,Fantasy
62. Ultraman: Rising,6.9,6200.0,117,Fantasy
63. Angels Fallen: Warriors of Peace,4.9,5800.0,103,Fantasy
64. 10 Lives,5.9,1800.0,88,Fantasy
65. Doraemon the Movie: Nobita's Earth Symphony,6.6,1400.0,115,Fantasy
66. Cinderella's Curse,3.3,1300.0,82,Fantasy
68. The Thundermans Return,5.0,1800.0,70,Fantasy
69. Woody Woodpecker Goes to Camp,4.5,2500.0,100,Fantasy
70. Mars,8.9,19.0,84,Fantasy
71. Dan Da Dan: First Encounter,8.2,2600.0,83,Fantasy
72. Justice League: Crisis on Infinite Earths - Part Two,5.5,5200.0,94,Fantasy
73. Harry Potter and the Stone,8.0,156.0,152,Fantasy
74. Buffalo Kids,6.6,644.0,93,Fantasy
75. Hanu Man,7.7,29000.0,158,Fantasy
76. Woodwalkers,5.3,361.0,103,Fantasy
77. Dragonkeeper,5.7,1600.0,98,Fantasy
78. Seven Cemeteries,4.5,515.0,84,Fantasy
79. Cinderella's Revenge,3.7,1100.0,85,Fantasy
80. Man and Witch: The Dance of a Thousand Steps,5.5,327.0,94,Fantasy
81. Kanguva,4.5,14000.0,152,Fantasy
82. Witch,5.1,1400.0,107,Fantasy
83. Cells at Work!,6.8,172.0,109,Fantasy
84. The Slave and the Sorcerer,6.7,38.0,86,Fantasy
85. Chantal in Fairyland,4.6,2600.0,118,Fantasy
86. Ghost Cat Anzu,6.5,718.0,97,Fantasy
87. Dalia y el Libro Rojo,6.4,56.0,107,Fantasy
88. Overlord: The Sacred Kingdom,7.0,703.0,135,Fantasy
89. Rebellious,6.0,165.0,94,Fantasy
90. A.R.M,7.1,8500.0,150,Fantasy
91. Robin and the Hoods,4.4,504.0,100,Fantasy
92. The Night Before Christmas in Wonderland,6.3,509.0,80,Fantasy
93. Tim Travers & the Time Travelers Paradox,6.9,273.0,95,Fantasy
94. Devil's Knight,5.4,780.0,90,Fantasy
95. Thangalaan,6.6,6500.0,156,Fantasy
96. Mononoke the Movie: The Phantom in the Rain,6.8,1200.0,89,Fantasy
97. School of Magical Animals 3,5.9,298.0,105,Fantasy
98. A Trip Elsewhere,5.5,97.0,93,Fantasy
99. Warchief,2.5,601.0,94,Fantasy
100. Lesbian Space Princess,8.0,98.0,87,Fantasy
101. Balestra,5.0,516.0,145,Fantasy
102. The Invisibles,5.9,454.0,111,Fantasy
103. Super-Charlie,6.3,108.0,80,Fantasy
104. Ryan's World the Movie: Titan Universe Adventure,1.8,654.0,80,Fantasy
"105. Love, Danielle",8.9,38.0,79,Fantasy
106. Sketch,8.3,42.0,92,Fantasy
107. Alienoid: The Return to the Future,6.5,2500.0,122,Fantasy
108. My Oni Girl,6.0,1700.0,112,Fantasy
109. Else,6.1,227.0,100,Fantasy
110. Snatched a Billionaire to Be My Husband,7.6,650.0,70,Fantasy
111. Spirit World,5.7,57.0,94,Fantasy
112. Shrek 5: The Contract - A Fan Made Film,7.0,18.0,84,Fantasy
113. White Snake: Afloat,6.9,436.0,133,Fantasy
114. Witch Hunter,5.2,23.0,80,Fantasy
115. The Keepers of the 5 Kingdoms,4.1,217.0,109,Fantasy
116. Orang Ikan,6.5,31.0,83,Fantasy
117. Panda Bear in Africa,5.5,309.0,84,Fantasy
118. The Goat,6.0,91.0,100,Fantasy
119. The Yin Yang Master Zero,5.7,257.0,112,Fantasy
121. Assassin's Guild,3.7,113.0,103,Fantasy
